Version ,Date,Company,Company Code,Company Code Description,Currency,Sales Org,Sales Org Name,Country,Region,City,Product,Product Description,UOM,UOM Description,Product Group,Customer,Customer Name,Customer Country,Customer City,Profit Center,Profit Center Description,Account,Audit Trail,ASP,Volume,Revenue,COGS_SP,COGS
Actual,202412,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US7,Midwest,Minneapolis,HY380,HydroSil,kg,Kilograms,General Chemicals,2100,SABIC,SA,Riyadh,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,1891,6500,12291500,936,6084000
Actual,202407,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US3,South,Houston,HY380,HydroSil,kg,Kilograms,General Chemicals,2000,BlueMatter Labs,USA3,San Diego,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,1891,13000,24583000,936,12168000
Actual,202408,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US7,Midwest,Minneapolis,BO520,Bondex,kg,Kilograms,General Chemicals,2100,SABIC,SA,Riyadh,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2888,52000,150176000,2400,124800000
Actual,202411,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US2,West,Seattle,CAT350,CatalyPro,kg,Kilograms,General Chemicals,2000,BlueMatter Labs,USA3,San Diego,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,5400,19500,105300000,3988,77766000
Actual,202412,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US11,South,Atlanta,BO520,Bondex,kg,Kilograms,General Chemicals,5500,Shell Chemicals,USA5,Houston,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2888,13000,37544000,2400,31200000
Actual,202412,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US11,South,Atlanta,OX140,OxidaClear,kg,Kilograms,General Chemicals,5000,ExxonMobil Chemical,USA4,Spring,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,2140,11700,25038000,1498,17526600
Actual,202409,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US9,Northeast,Boston,PC103,Polyethylene Compound,kg,Kilograms,Polymers,1001,Dow Chemical,USA2,Midland,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,1024,14300,14643200,635,9080500
Actual,202409,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US10,South,Miami,TH260,ThermoFlux,kg,Kilograms,General Chemicals,2000,BlueMatter Labs,USA3,San Diego,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,4300,14300,61490000,3100,44330000
Actual,202410,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US5,Northeast,Philadelphia,BI370,BioSolva,kg,Kilograms,General Chemicals,2300,INEOS,UK,London,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,2999,15600,46784400,1877,29281200
Actual,202412,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US8,Midwest,Detroit,RE630,ReactoMax,kg,Kilograms,General Chemicals,3500,Covestro,GER,Leverkusen,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,8140,9100,74074000,4390,39949000
Actual,202407,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US8,Midwest,Detroit,TH260,ThermoFlux,kg,Kilograms,General Chemicals,1001,Dow Chemical,USA2,Midland,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,4300,2600,11180000,3100,8060000
Actual,202408,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US8,Midwest,Detroit,BI370,BioSolva,kg,Kilograms,General Chemicals,5500,Shell Chemicals,USA5,Houston,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2999,5200,15594800,1877,9760400
Actual,202408,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US1,West,Los Angeles,RE630,ReactoMax,kg,Kilograms,General Chemicals,5500,Shell Chemicals,USA5,Houston,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,8140,14300,116402000,4390,62777000
Actual,202408,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US5,Northeast,Philadelphia,OX140,OxidaClear,kg,Kilograms,General Chemicals,1002,BASF Corporation,USA1,Florham Park,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2140,5200,11128000,1498,7789600
Actual,202412,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US6,Northeast,New York,CAT350,CatalyPro,kg,Kilograms,General Chemicals,1002,BASF Corporation,USA1,Florham Park,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,5400,13000,70200000,3988,51844000
Actual,202409,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US7,Midwest,Minneapolis,IS101,Industrial Solvent,L,Liters,Solvents,1002,BASF Corporation,USA1,Florham Park,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,2600,9600,24960000,1890,18144000
Actual,202407,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US7,Midwest,Minneapolis,SY300,Syntholene,kg,Kilograms,General Chemicals,5000,ExxonMobil Chemical,USA4,Spring,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,3672,7800,28641600,2731,21301800
Actual,202408,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US12,Midwest,Chicago,OX140,OxidaClear,kg,Kilograms,General Chemicals,2000,BlueMatter Labs,USA3,San Diego,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2140,7800,16692000,1498,11684400
Actual,202412,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US12,Midwest,Chicago,SY300,Syntholene,kg,Kilograms,General Chemicals,3500,Covestro,GER,Leverkusen,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,3672,23400,85924800,2731,63905400
Actual,202411,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US6,Northeast,New York,BO520,Bondex,kg,Kilograms,General Chemicals,5000,ExxonMobil Chemical,USA4,Spring,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,2888,7800,22526400,2400,18720000
Actual,202410,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US7,Midwest,Minneapolis,CAT350,CatalyPro,kg,Kilograms,General Chemicals,2300,INEOS,UK,London,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,5400,7800,42120000,3988,31106400
Actual,202410,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US2,West,Seattle,TH260,ThermoFlux,kg,Kilograms,General Chemicals,5000,ExxonMobil Chemical,USA4,Spring,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,4300,33800,145340000,3100,104780000
Actual,202408,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US6,Northeast,New York,HY380,HydroSil,kg,Kilograms,General Chemicals,2100,SABIC,SA,Riyadh,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,1891,11700,22124700,936,10951200
Actual,202409,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US2,West,Seattle,SY300,Syntholene,kg,Kilograms,General Chemicals,1001,Dow Chemical,USA2,Midland,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,3672,7800,28641600,2731,21301800
Actual,202410,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US12,Midwest,Chicago,RE630,ReactoMax,kg,Kilograms,General Chemicals,2300,INEOS,UK,London,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,8140,33800,275132000,4390,148382000
Actual,202410,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US5,Northeast,Philadelphia,GC135,General Chemicals,kg,Kilograms,General Chemicals,1001,Dow Chemical,USA2,Midland,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,3200,16900,54080000,2100,35490000
Actual,202410,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US9,Northeast,Boston,OX140,OxidaClear,kg,Kilograms,General Chemicals,2000,BlueMatter Labs,USA3,San Diego,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,2140,7800,16692000,1498,11684400
Actual,202410,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US12,Midwest,Chicago,PC103,Polyethylene Compound,kg,Kilograms,Polymers,5000,ExxonMobil Chemical,USA4,Spring,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,1024,57200,58572800,635,36322000
Actual,202408,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US11,South,Atlanta,TH260,ThermoFlux,kg,Kilograms,General Chemicals,2300,INEOS,UK,London,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,4300,11700,50310000,3100,36270000
Actual,202412,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US10,South,Miami,BI370,BioSolva,kg,Kilograms,General Chemicals,2000,BlueMatter Labs,USA3,San Diego,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2999,11700,35088300,1877,21960900
Actual,202407,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US11,South,Atlanta,SY300,Syntholene,kg,Kilograms,General Chemicals,1002,BASF Corporation,USA1,Florham Park,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,3672,27300,100245600,2731,74556300
Actual,202407,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US3,South,Houston,GC135,General Chemicals,kg,Kilograms,General Chemicals,5500,Shell Chemicals,USA5,Houston,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,3200,11700,37440000,2100,24570000
Actual,202409,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US5,Northeast,Philadelphia,IS101,Industrial Solvent,L,Liters,Solvents,2300,INEOS,UK,London,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,2600,7200,18720000,1890,13608000
Actual,202412,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US11,South,Atlanta,GC135,General Chemicals,kg,Kilograms,General Chemicals,5000,ExxonMobil Chemical,USA4,Spring,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,3200,10400,33280000,2100,21840000
Actual,202411,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US7,Midwest,Minneapolis,TH260,ThermoFlux,kg,Kilograms,General Chemicals,2100,SABIC,SA,Riyadh,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,4300,6500,27950000,3100,20150000
Actual,202407,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US4,West,San Francisco,HY380,HydroSil,kg,Kilograms,General Chemicals,1002,BASF Corporation,USA1,Florham Park,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,1891,10400,19666400,936,9734400
Actual,202411,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US6,Northeast,New York,RE630,ReactoMax,kg,Kilograms,General Chemicals,1002,BASF Corporation,USA1,Florham Park,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,8140,10400,84656000,4390,45656000
Actual,202407,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US8,Midwest,Detroit,SY300,Syntholene,kg,Kilograms,General Chemicals,2100,SABIC,SA,Riyadh,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,3672,14300,52509600,2731,39053300
Actual,202407,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US5,Northeast,Philadelphia,HY380,HydroSil,kg,Kilograms,General Chemicals,1002,BASF Corporation,USA1,Florham Park,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,1891,7800,14749800,936,7300800
Actual,202409,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US2,West,Seattle,OR102,Organic Reagent,g,Grams,Reagents,5500,Shell Chemicals,USA5,Houston,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2400,12000,28800000,1820,21840000
Actual,202410,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US6,Northeast,New York,HY380,HydroSil,kg,Kilograms,General Chemicals,2300,INEOS,UK,London,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,1891,11700,22124700,936,10951200
Actual,202409,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US11,South,Atlanta,GCP110,General Chemical Product,kg,Kilograms,General Chemicals,5000,ExxonMobil Chemical,USA4,Spring,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,899,15600,14024400,465,7254000
Actual,202407,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US11,South,Atlanta,BI370,BioSolva,kg,Kilograms,General Chemicals,3500,Covestro,GER,Leverkusen,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2999,37700,113062300,1877,70762900
Actual,202412,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US9,Northeast,Boston,SY300,Syntholene,kg,Kilograms,General Chemicals,2100,SABIC,SA,Riyadh,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,3672,7800,28641600,2731,21301800
Actual,202410,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US12,Midwest,Chicago,CAT350,CatalyPro,kg,Kilograms,General Chemicals,2300,INEOS,UK,London,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,5400,3900,21060000,3988,15553200
Actual,202412,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US8,Midwest,Detroit,OX140,OxidaClear,kg,Kilograms,General Chemicals,2000,BlueMatter Labs,USA3,San Diego,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2140,39000,83460000,1498,58422000
Actual,202412,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US6,Northeast,New York,CAT350,CatalyPro,kg,Kilograms,General Chemicals,1001,Dow Chemical,USA2,Midland,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,5400,7800,42120000,3988,31106400
Actual,202412,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US9,Northeast,Boston,OR102,Organic Reagent,g,Grams,Reagents,2100,SABIC,SA,Riyadh,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,2400,6000,14400000,1820,10920000
Actual,202410,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US9,Northeast,Boston,SY300,Syntholene,kg,Kilograms,General Chemicals,2300,INEOS,UK,London,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,3672,7800,28641600,2731,21301800
Actual,202412,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US3,South,Houston,CAT350,CatalyPro,kg,Kilograms,General Chemicals,3500,Covestro,GER,Leverkusen,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,5400,9100,49140000,3988,36290800
Actual,202410,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US1,West,Los Angeles,PC103,Polyethylene Compound,kg,Kilograms,Polymers,1001,Dow Chemical,USA2,Midland,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,1024,6500,6656000,635,4127500
Actual,202411,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US9,Northeast,Boston,GC135,General Chemicals,kg,Kilograms,General Chemicals,2000,BlueMatter Labs,USA3,San Diego,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,3200,11700,37440000,2100,24570000
Actual,202407,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US3,South,Houston,BO520,Bondex,kg,Kilograms,General Chemicals,5000,ExxonMobil Chemical,USA4,Spring,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2888,15600,45052800,2400,37440000
Actual,202408,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US1,West,Los Angeles,CAT350,CatalyPro,kg,Kilograms,General Chemicals,2300,INEOS,UK,London,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,5400,11700,63180000,3988,46659600
Actual,202412,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US1,West,Los Angeles,PO450,PolyZyme,kg,Kilograms,General Chemicals,5000,ExxonMobil Chemical,USA4,Spring,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,1121,5200,5829200,911,4737200
Actual,202409,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US8,Midwest,Detroit,GCP110,General Chemical Product,kg,Kilograms,General Chemicals,1002,BASF Corporation,USA1,Florham Park,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,899,10400,9349600,465,4836000
Actual,202411,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US5,Northeast,Philadelphia,RE630,ReactoMax,kg,Kilograms,General Chemicals,5000,ExxonMobil Chemical,USA4,Spring,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,8140,3900,31746000,4390,17121000
Actual,202409,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US10,South,Miami,RE630,ReactoMax,kg,Kilograms,General Chemicals,2000,BlueMatter Labs,USA3,San Diego,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,8140,7800,63492000,4390,34242000
Actual,202408,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US1,West,Los Angeles,GC135,General Chemicals,kg,Kilograms,General Chemicals,5000,ExxonMobil Chemical,USA4,Spring,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,3200,49400,158080000,2100,103740000
Actual,202410,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US1,West,Los Angeles,GCP110,General Chemical Product,kg,Kilograms,General Chemicals,1001,Dow Chemical,USA2,Midland,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,899,9100,8180900,465,4231500
Actual,202408,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US7,Midwest,Minneapolis,GC135,General Chemicals,kg,Kilograms,General Chemicals,2000,BlueMatter Labs,USA3,San Diego,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,3200,48100,153920000,2100,101010000
Actual,202409,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US7,Midwest,Minneapolis,PO450,PolyZyme,kg,Kilograms,General Chemicals,5500,Shell Chemicals,USA5,Houston,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,1121,7800,8743800,911,7105800
Actual,202408,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US7,Midwest,Minneapolis,BO520,Bondex,kg,Kilograms,General Chemicals,2100,SABIC,SA,Riyadh,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2888,6500,18772000,2400,15600000
Actual,202407,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US9,Northeast,Boston,HY380,HydroSil,kg,Kilograms,General Chemicals,3500,Covestro,GER,Leverkusen,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,1891,49400,93415400,936,46238400
Actual,202408,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US9,Northeast,Boston,GCP110,General Chemical Product,kg,Kilograms,General Chemicals,2100,SABIC,SA,Riyadh,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,899,26000,23374000,465,12090000
Actual,202412,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US7,Midwest,Minneapolis,GCP110,General Chemical Product,kg,Kilograms,General Chemicals,2000,BlueMatter Labs,USA3,San Diego,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,899,11700,10518300,465,5440500
Actual,202407,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US3,South,Houston,BO520,Bondex,kg,Kilograms,General Chemicals,1001,Dow Chemical,USA2,Midland,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,2888,7800,22526400,2400,18720000
Actual,202412,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US4,West,San Francisco,BO520,Bondex,kg,Kilograms,General Chemicals,5000,ExxonMobil Chemical,USA4,Spring,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2888,9100,26280800,2400,21840000
Actual,202408,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US3,South,Houston,PO450,PolyZyme,kg,Kilograms,General Chemicals,5000,ExxonMobil Chemical,USA4,Spring,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,1121,20800,23316800,911,18948800
Actual,202407,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US9,Northeast,Boston,OR102,Organic Reagent,g,Grams,Reagents,1001,Dow Chemical,USA2,Midland,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,2400,37500,90000000,1820,68250000
Actual,202407,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US10,South,Miami,PO450,PolyZyme,kg,Kilograms,General Chemicals,1001,Dow Chemical,USA2,Midland,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,1121,13000,14573000,911,11843000
Actual,202408,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US10,South,Miami,GCP110,General Chemical Product,kg,Kilograms,General Chemicals,2000,BlueMatter Labs,USA3,San Diego,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,899,5200,4674800,465,2418000
Actual,202411,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US9,Northeast,Boston,RE630,ReactoMax,kg,Kilograms,General Chemicals,2300,INEOS,UK,London,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,8140,7800,63492000,4390,34242000
Actual,202410,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US5,Northeast,Philadelphia,GC135,General Chemicals,kg,Kilograms,General Chemicals,2000,BlueMatter Labs,USA3,San Diego,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,3200,6500,20800000,2100,13650000
Actual,202410,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US11,South,Atlanta,TH260,ThermoFlux,kg,Kilograms,General Chemicals,1002,BASF Corporation,USA1,Florham Park,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,4300,14300,61490000,3100,44330000
Actual,202410,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US8,Midwest,Detroit,SY300,Syntholene,kg,Kilograms,General Chemicals,1002,BASF Corporation,USA1,Florham Park,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,3672,27300,100245600,2731,74556300
Actual,202407,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US12,Midwest,Chicago,BO520,Bondex,kg,Kilograms,General Chemicals,5500,Shell Chemicals,USA5,Houston,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,2888,32500,93860000,2400,78000000
Actual,202410,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US1,West,Los Angeles,CAT350,CatalyPro,kg,Kilograms,General Chemicals,2100,SABIC,SA,Riyadh,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,5400,10400,56160000,3988,41475200
Actual,202407,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US4,West,San Francisco,OX140,OxidaClear,kg,Kilograms,General Chemicals,1001,Dow Chemical,USA2,Midland,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2140,1300,2782000,1498,1947400
Actual,202411,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US3,South,Houston,RE630,ReactoMax,kg,Kilograms,General Chemicals,2300,INEOS,UK,London,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,8140,31200,253968000,4390,136968000
Actual,202408,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US12,Midwest,Chicago,BI370,BioSolva,kg,Kilograms,General Chemicals,5500,Shell Chemicals,USA5,Houston,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2999,16900,50683100,1877,31721300
Actual,202408,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US11,South,Atlanta,PO450,PolyZyme,kg,Kilograms,General Chemicals,2000,BlueMatter Labs,USA3,San Diego,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,1121,9100,10201100,911,8290100
Actual,202407,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US11,South,Atlanta,RE630,ReactoMax,kg,Kilograms,General Chemicals,5500,Shell Chemicals,USA5,Houston,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,8140,11700,95238000,4390,51363000
Actual,202407,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US11,South,Atlanta,GCP110,General Chemical Product,kg,Kilograms,General Chemicals,2100,SABIC,SA,Riyadh,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,899,45500,40904500,465,21157500
Actual,202411,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US7,Midwest,Minneapolis,OR102,Organic Reagent,g,Grams,Reagents,5000,ExxonMobil Chemical,USA4,Spring,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,2400,3000,7200000,1820,5460000
Actual,202410,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US7,Midwest,Minneapolis,OX140,OxidaClear,kg,Kilograms,General Chemicals,3500,Covestro,GER,Leverkusen,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2140,9100,19474000,1498,13631800
Actual,202411,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US6,Northeast,New York,OX140,OxidaClear,kg,Kilograms,General Chemicals,2000,BlueMatter Labs,USA3,San Diego,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2140,26000,55640000,1498,38948000
Actual,202408,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US9,Northeast,Boston,HY380,HydroSil,kg,Kilograms,General Chemicals,2000,BlueMatter Labs,USA3,San Diego,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,1891,14300,27041300,936,13384800
Actual,202408,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US6,Northeast,New York,GCP110,General Chemical Product,kg,Kilograms,General Chemicals,1001,Dow Chemical,USA2,Midland,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,899,31200,28048800,465,14508000
